task_id,route,compiler_lane,is_cropish,bucket,priority,strict_cost,gain_to_600,gain_to_250,example_count,input_shape_count,output_shape_count,max_output_area,min_output_area,median_output_area,max_input_area,grid_size_changed_examples,output_shape_hist
173,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-263.230008,175243,5.676999,6.552468,266,160,160,625,110,336,625,0,10x11:2;11x10:2;10x12:1;13x10:1;10x14:1;10x15:2;14x11:2;13x12:2;16x10:2;11x15:1;17x10:1;16x11:3;12x15:1;10x19:1;13x15:1;15x13:1;18x11:1;20x10:1;12x17:1;13x16:2;11x19:1;19x11:1;10x21:1;15x14:1;21x10:1;18x12:1;10x22:1;11x20:1;13x17:1;17x13:2;16x14:1;19x12:1;10x23:1;11x21:1;21x11:1;13x18:1;18x13:1;14x17:1;17x14:1;10x24:1;20x12:1;19x13:3;25x10:1;12x21:1;11x23:3;23x11:2;15x17:1;17x15:3;13x20:2;20x13:2;11x24:1;22x12:1;24x11:1;14x19:2;18x15:1;16x17:1;13x21:1;21x13:2;12x23:1;23x12:1;14x20:4;19x15:2;13x22:3;22x13:1;12x24:1;16x18:1;18x16:2;24x12:1;17x17:3;21x14:1;13x23:1;20x15:3;25x12:6;16x19:1;19x16:3;17x18:1;22x14:1;13x24:1;24x13:1;15x21:2;23x14:1;17x19:2;25x13:3;15x22:1;22x15:2;14x24:1;16x21:2;21x16:1;24x14:2;17x20:1;20x17:3;19x18:2;25x14:1;17x21:1;21x17:1;15x24:1;18x20:1;20x18:1;19x19:2;16x23:3;23x16:1;22x17:2;15x25:1;18x21:1;21x18:1;19x20:1;20x19:1;16x24:3;24x16:1;17x23:1;23x17:2;18x22:2;22x18:2;21x19:2;16x25:1;25x16:4;17x24:1;24x17:1;23x18:2;19x22:3;22x19:3;17x25:2;25x17:1;18x24:2;24x18:1;19x23:2;23x19:2;20x22:2;22x20:1;21x21:2;18x25:2;25x18:3;19x24:2;24x19:1;21x22:2;22x21:1;25x19:2;20x24:2;21x23:3;23x21:3;22x22:2;20x25:3;25x20:1;21x24:2;24x21:2;22x23:1;23x22:2;21x25:1;25x21:1;22x24:3;24x22:2;23x23:3;25x22:1;23x24:2;24x23:4;25x23:5;24x24:1;24x25:1;25x24:1;25x25:4
286,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-278.003504,162199,5.59965,6.475118,265,167,167,625,110,276,625,0,10x11:1;10x12:1;12x10:2;13x10:2;12x11:3;14x10:1;13x11:1;12x12:1;10x15:2;15x10:1;11x14:1;12x13:3;13x12:3;10x16:1;16x10:1;11x15:4;14x12:1;13x13:1;17x10:2;11x16:1;16x11:3;10x18:1;12x15:1;15x12:1;18x10:2;13x14:2;11x17:1;10x19:1;12x16:1;16x12:1;13x15:1;11x18:1;18x11:2;17x12:1;13x16:2;16x13:2;19x11:2;15x14:3;21x10:1;12x18:2;18x12:1;10x22:1;11x20:2;20x11:1;13x17:3;17x13:1;15x15:2;12x19:2;11x21:1;21x11:1;13x18:3;18x13:3;14x17:1;17x14:1;16x15:1;20x12:1;24x10:1;11x22:1;22x11:1;13x19:1;19x13:2;10x25:1;12x21:1;21x12:1;11x23:1;23x11:2;16x16:1;13x20:2;20x13:4;11x24:2;12x22:1;22x12:2;24x11:4;14x19:1;15x18:2;18x15:5;16x17:2;13x21:1;21x13:3;11x25:1;12x23:1;23x12:1;14x20:2;20x14:1;15x19:1;13x22:1;16x18:1;18x16:2;24x12:2;23x13:1;15x20:1;20x15:2;25x12:3;16x19:2;19x16:1;17x18:1;14x22:1;13x24:1;24x13:1;15x21:3;21x15:3;16x20:1;14x23:1;23x14:3;19x17:1;13x25:1;25x13:1;15x22:1;14x24:1;16x21:1;24x14:1;17x20:1;18x19:1;19x18:1;23x15:1;25x14:2;16x22:1;17x21:1;21x17:1;20x18:1;16x23:3;23x16:1;17x22:1;22x17:1;18x21:1;21x18:3;20x19:1;16x24:1;23x17:1;22x18:1;19x21:2;21x19:3;16x25:3;25x16:1;17x24:2;18x23:1;23x18:1;22x19:4;20x21:2;17x25:2;25x17:2;18x24:2;24x18:1;19x23:1;23x19:3;20x22:2;22x20:2;21x21:2;25x18:1;19x24:1;24x19:1;21x22:1;22x21:1;25x19:2;20x24:1;24x20:1;21x23:3;22x23:2;25x21:3;22x24:2;24x22:1;23x23:1;23x24:1;23x25:1;24x25:2;25x24:2;25x25:2
64,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-283.516347,114153,5.248365,6.123834,267,168,168,552,72,260,552,0,8x9:1;8x10:1;8x11:1;11x8:1;10x9:1;12x8:1;8x13:1;13x8:1;9x12:1;11x10:2;14x8:1;10x12:1;12x10:1;11x11:1;14x9:3;13x10:1;11x12:1;8x17:1;8x18:1;16x9:3;10x15:1;11x14:2;14x11:2;13x12:2;8x20:1;10x16:2;16x10:1;9x18:1;18x9:1;11x15:3;15x11:1;12x14:1;14x12:1;10x17:2;19x9:1;11x16:2;16x11:2;15x12:1;20x9:1;8x23:2;17x11:2;9x21:1;21x9:2;10x19:1;19x10:1;8x24:1;15x13:1;9x22:1;11x18:2;18x11:3;22x9:4;10x20:1;20x10:1;12x17:1;9x23:1;13x16:2;16x13:4;19x11:2;14x15:2;21x10:2;9x24:1;12x18:2;18x12:1;11x20:3;22x10:1;13x17:1;14x16:2;16x14:1;23x10:2;21x11:1;13x18:1;18x13:2;14x17:1;17x14:1;10x24:2;12x20:2;24x10:3;11x22:1;22x11:1;13x19:3;19x13:3;12x21:1;14x18:3;21x12:2;15x17:1;17x15:1;13x20:1;20x13:1;11x24:2;22x12:1;24x11:2;14x19:2;15x18:1;16x17:1;17x16:1;21x13:1;23x12:2;20x14:1;19x15:1;22x13:1;18x16:1;14x21:2;21x14:1;15x20:2;20x15:1;16x19:1;19x16:2;14x22:1;13x24:1;24x13:3;21x15:1;16x20:1;20x16:2;14x23:1;23x14:2;17x19:2;19x17:3;15x22:1;14x24:2;21x16:1;24x14:2;20x17:2;18x19:2;15x23:3;23x15:1;16x22:2;22x16:1;17x21:2;21x17:1;15x24:2;18x20:4;20x18:2;19x19:1;23x16:1;22x17:2;18x21:1;19x20:2;20x19:1;16x24:2;24x16:1;23x17:3;18x22:1;22x18:2;19x21:4;17x24:2;24x17:5;20x21:2;21x20:2;24x18:1;23x19:2;20x22:1;22x20:1;21x21:1;24x19:1;21x22:1;20x24:1;24x20:1;21x23:2;22x22:2;21x24:1;24x21:1;22x23:2;23x22:3;22x24:2;24x22:2;23x23:1;23x24:2;24x23:1
97,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-288.671855,55812,4.532815,5.408283,267,167,167,400,30,135,400,0,5x6:1;6x5:1;7x5:1;8x5:2;7x6:3;5x9:1;9x5:2;8x6:1;7x7:1;5x10:2;10x5:1;6x9:1;5x11:1;11x5:1;7x8:3;8x7:3;6x10:4;12x5:2;9x7:1;8x8:1;5x13:1;13x5:2;6x11:1;11x6:3;5x14:1;7x10:1;10x7:1;6x12:1;8x9:1;7x11:1;11x7:1;6x13:1;13x6:2;8x10:1;12x7:1;14x6:2;5x17:1;8x11:2;11x8:2;6x15:2;10x9:3;15x6:1;7x13:2;13x7:1;19x5:1;6x16:1;8x12:3;12x8:1;16x6:1;7x14:2;10x10:1;6x17:1;17x6:1;8x13:3;13x8:3;15x7:1;6x18:1;9x12:1;12x9:1;18x6:2;11x10:1;7x16:1;8x14:1;14x8:2;16x7:1;6x19:1;19x6:4;7x17:1;17x7:2;6x20:1;8x15:2;15x8:4;11x11:1;7x18:1;9x14:1;18x7:1;8x16:1;16x8:3;10x13:2;13x10:5;11x12:2;19x7:2;9x15:2;15x9:1;8x17:2;10x14:1;20x7:4;11x13:1;13x11:2;18x8:1;10x15:1;15x10:3;8x19:1;19x8:1;9x17:2;17x9:1;11x14:1;14x11:1;12x13:1;8x20:1;10x16:3;16x10:3;20x8:1;9x18:1;18x9:3;11x15:1;14x12:1;10x17:1;9x19:1;11x16:2;16x11:1;12x15:1;18x10:1;20x9:2;13x14:2;14x13:1;11x17:1;12x16:1;16x12:1;15x13:1;11x18:3;18x11:1;12x17:1;17x12:1;13x16:1;16x13:3;11x19:2;15x14:1;12x18:1;18x12:1;11x20:3;20x11:1;14x16:2;16x14:3;12x19:1;13x18:1;18x13:1;17x14:5;12x20:2;15x16:2;20x12:1;13x19:2;19x13:1;14x18:1;18x14:2;15x17:3;17x15:2;16x16:2;20x13:1;14x19:1;19x14:2;16x17:1;17x16:1;20x14:2;15x19:1;19x15:1;16x18:3;17x18:2;18x17:1;20x16:3;17x19:1;19x17:1;18x18:1;18x19:1;19x20:2;20x19:2;20x20:2
133,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-298.217132,193923,5.778287,6.653756,267,178,178,870,154,522,870,0,11x14:1;10x16:1;15x11:1;12x16:1;16x12:1;17x12:1;19x11:1;15x14:1;22x10:1;14x17:1;20x12:1;13x19:3;19x13:1;14x18:1;10x26:1;15x18:2;27x10:1;17x16:1;14x20:1;11x26:1;13x22:1;16x18:2;17x17:1;21x14:1;10x30:2;12x25:1;15x20:1;17x18:3;14x22:1;12x26:1;13x24:1;26x12:1;15x21:1;29x11:1;14x23:3;23x14:1;17x19:1;18x18:1;11x30:1;13x26:1;17x20:1;12x29:2;13x27:3;27x13:1;16x22:1;22x16:1;15x24:1;20x18:1;14x26:1;15x25:1;13x29:2;18x21:1;20x19:1;24x16:1;13x30:1;26x15:1;23x17:1;14x28:2;28x14:1;21x19:1;16x25:1;25x16:1;29x14:2;24x17:2;19x22:2;22x19:1;14x30:1;21x20:2;25x17:1;18x24:2;24x18:1;27x16:1;15x29:1;19x23:2;23x19:1;20x22:1;21x21:2;17x26:1;26x17:1;28x16:1;30x15:1;19x24:1;24x19:1;20x23:1;23x20:1;22x21:2;19x25:1;24x20:2;21x23:1;23x21:1;27x18:1;17x29:2;29x17:2;19x26:1;26x19:2;25x20:2;18x28:1;21x24:1;28x18:1;22x23:1;20x26:4;26x20:1;29x18:2;21x25:1;22x24:1;23x23:1;19x28:2;28x19:1;18x30:2;27x20:1;21x26:1;22x25:2;19x29:1;29x19:1;23x24:1;20x28:1;21x27:1;27x21:1;19x30:3;22x26:2;20x29:1;29x20:1;22x27:1;27x22:1;20x30:2;24x25:2;25x24:2;30x20:3;21x29:1;29x21:2;22x28:1;28x22:2;23x27:4;27x23:3;24x26:1;21x30:3;30x21:2;22x29:2;28x23:1;24x27:1;25x26:1;26x25:2;23x29:1;29x23:3;24x28:3;28x24:1;25x27:2;27x25:1;26x26:1;30x23:1;24x29:1;29x24:1;28x25:1;26x27:2;27x26:3;24x30:1;30x24:1;25x29:1;29x25:2;26x28:2;28x26:3;30x25:2;26x29:2;29x26:3;28x27:5;26x30:1;30x26:2;27x29:2;29x27:3;28x28:1;27x30:2;30x27:4;28x29:3;29x28:1;28x30:3;29x29:2;29x30:3;30x29:1
25,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-313.973297,89286,5.00267,5.878139,266,182,182,900,156,414,900,0,12x13:1;13x12:1;12x14:1;14x12:1;15x12:2;14x13:3;16x12:2;15x13:1;12x17:1;17x12:1;14x15:2;15x14:3;12x18:1;13x17:1;17x13:2;15x15:1;19x12:2;13x18:1;18x13:2;14x17:1;12x20:2;15x16:1;13x19:1;12x21:1;17x15:1;20x13:2;19x14:1;15x18:3;16x17:1;17x16:1;13x21:1;21x13:1;14x20:2;20x14:1;15x19:2;19x15:1;13x22:1;22x13:1;14x21:1;21x14:1;23x13:1;15x20:2;20x15:1;16x19:1;13x24:1;15x21:2;14x23:1;13x25:1;25x13:1;15x22:2;22x15:1;24x14:2;28x12:1;13x26:1;26x13:3;17x20:2;20x17:4;18x19:2;15x23:1;23x15:1;29x12:1;14x25:1;25x14:1;16x22:1;22x16:1;17x21:1;15x24:2;18x20:2;14x26:1;26x14:1;17x22:3;14x27:2;27x14:1;19x20:1;16x24:2;13x30:1;15x26:1;26x15:1;30x13:2;17x23:4;23x17:1;14x28:3;28x14:2;21x19:1;25x16:4;27x15:1;14x29:1;29x14:1;24x17:1;18x23:1;23x18:1;19x22:1;15x28:2;20x21:2;28x15:1;25x17:1;16x27:1;23x19:2;22x20:1;15x30:1;18x25:1;25x18:2;30x15:3;24x19:1;20x23:1;23x20:2;16x29:1;29x16:1;18x26:1;19x25:1;17x28:3;16x30:1;21x23:3;27x18:2;17x29:1;29x17:2;19x26:1;20x25:1;18x28:2;21x24:1;24x21:1;28x18:1;22x23:1;30x17:1;19x27:1;27x19:2;26x20:2;18x29:2;21x25:1;25x21:1;24x22:1;28x19:1;18x30:1;26x21:1;29x19:1;24x23:2;20x28:2;21x27:2;19x30:1;26x22:2;23x25:2;20x29:1;29x20:1;21x28:2;28x21:1;24x25:1;30x20:1;29x21:2;22x28:1;27x23:2;26x24:1;25x25:1;21x30:1;30x21:1;22x29:1;29x22:1;23x28:1;26x25:1;22x30:3;23x29:1;28x24:1;30x23:4;24x29:3;29x24:2;28x25:1;27x26:3;30x24:1;25x29:1;26x28:1;28x26:1;27x27:1;29x26:1;27x28:1;28x27:1;26x30:2;27x30:3;30x27:1;29x28:1;28x30:2;29x29:1;29x30:3;30x30:1
55,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-324.169474,26370,3.783053,4.658521,265,181,181,800,60,324,800,0,6x10:1;16x5:1;11x8:1;11x9:1;15x7:1;9x12:1;7x19:1;9x15:1;15x9:1;10x14:1;14x10:2;13x11:1;9x16:1;15x10:1;25x6:1;8x19:2;13x12:1;16x10:1;12x14:1;10x17:1;17x10:1;8x22:1;11x16:2;18x10:1;13x14:1;11x17:1;9x21:1;10x19:1;19x10:1;12x16:1;16x12:1;15x13:3;14x14:1;9x22:1;20x10:2;12x17:1;16x13:1;11x19:2;19x11:4;15x14:5;12x18:1;10x22:1;22x10:1;13x17:1;14x16:1;16x14:3;15x15:1;12x19:1;19x12:1;10x23:1;13x18:2;14x17:1;17x14:1;12x20:2;15x16:1;13x19:2;19x13:2;18x14:1;21x12:2;15x17:1;17x15:2;13x20:1;20x13:1;26x10:1;11x24:1;24x11:1;15x18:2;16x17:2;17x16:2;21x13:1;25x11:1;10x28:1;20x14:1;15x19:1;13x22:1;12x24:1;16x18:1;18x16:1;17x17:3;21x14:1;23x13:1;12x25:1;20x15:1;16x19:3;19x16:1;17x18:2;18x17:1;14x22:1;22x14:4;13x24:1;24x13:1;15x21:3;21x15:1;16x20:1;19x17:3;12x27:1;18x18:2;22x15:1;14x24:1;16x21:1;21x16:2;24x14:2;20x17:3;18x19:1;14x25:1;16x22:1;17x21:2;18x20:2;20x18:1;19x19:4;28x13:1;16x23:3;17x22:2;15x25:1;25x15:2;18x21:2;21x18:3;24x16:2;13x30:1;26x15:1;17x23:3;14x28:1;22x18:5;21x19:1;16x25:1;20x20:2;17x24:1;18x23:4;23x18:1;16x26:1;19x22:1;22x19:1;21x20:1;28x15:1;17x25:1;25x17:1;24x18:2;23x19:1;20x22:4;22x20:3;21x21:2;17x26:2;18x25:2;25x18:1;19x24:3;24x19:2;27x17:1;20x23:1;23x20:2;26x18:2;19x25:1;17x28:1;24x20:2;23x21:2;22x22:2;19x26:1;25x20:1;18x28:1;24x21:1;28x18:1;23x22:1;27x19:1;26x20:1;18x29:1;19x28:2;28x19:1;23x24:1;24x23:1;19x30:1;26x22:1;24x24:1;29x20:1;21x28:1;26x23:1;31x20:1;28x23:2;24x28:1;24x30:1;25x29:1;29x26:1;32x25:1
303,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-332.983119,80710,4.901688,5.777157,265,191,191,870,110,364,870,0,10x11:1;11x10:1;12x10:2;10x13:1;13x10:1;12x11:3;10x14:1;14x10:1;13x11:1;10x15:1;11x14:1;12x13:2;13x12:1;11x15:3;12x14:1;17x10:2;16x11:3;15x12:1;18x10:1;10x19:1;18x11:1;17x12:1;13x16:1;16x13:2;19x11:2;15x14:1;12x18:1;18x12:1;20x11:1;13x17:2;17x13:1;12x19:2;21x11:1;13x18:1;18x13:1;17x14:1;22x11:1;19x13:2;21x12:1;11x23:1;23x11:1;17x15:1;10x26:1;13x20:1;20x13:2;11x24:1;12x22:1;24x11:3;10x27:1;15x18:2;18x15:4;16x17:1;21x13:2;12x23:1;23x12:1;14x20:1;20x14:1;13x22:1;18x16:2;24x12:2;10x29:3;20x15:3;25x12:2;14x22:2;28x11:1;12x26:2;13x24:1;26x12:3;15x21:3;21x15:2;29x11:1;14x23:1;23x14:2;19x17:1;12x27:2;25x13:1;11x30:1;15x22:1;16x21:1;24x14:1;13x26:2;26x13:1;18x19:1;19x18:1;23x15:1;29x12:1;25x14:1;17x21:1;12x30:2;20x18:1;13x28:2;28x13:1;16x23:1;23x16:1;29x13:2;18x21:1;21x18:1;27x14:2;16x24:1;15x26:1;26x15:1;23x17:1;14x28:1;21x19:1;16x25:1;25x16:1;15x27:1;27x15:1;29x14:1;17x24:1;18x23:1;16x26:2;26x16:1;22x19:2;14x30:1;20x21:1;17x25:1;25x17:1;16x27:1;18x24:1;24x18:1;27x16:1;19x23:1;23x19:1;30x15:1;27x17:1;22x21:1;18x26:1;26x18:1;25x19:2;20x24:1;21x23:2;18x27:1;27x18:2;29x17:2;26x19:3;17x30:2;27x19:2;26x20:1;29x18:1;25x21:2;24x22:1;23x23:1;19x28:2;28x19:2;18x30:3;27x20:2;26x21:1;19x29:2;23x24:1;20x28:2;19x30:1;26x22:1;20x29:1;29x20:3;21x28:2;28x21:1;22x27:1;27x22:4;23x26:1;24x25:1;25x24:2;30x20:1;28x22:1;27x23:1;24x26:1;26x24:1;25x25:1;30x21:1;24x27:1;25x26:1;22x30:1;24x28:1;28x24:1;27x25:1;23x30:2;25x28:3;28x25:2;26x27:1;25x29:1;29x25:1;28x26:2;27x27:1;27x28:2;28x27:1;26x30:1;27x29:1;29x27:1;28x28:1;29x28:1;29x30:1
112,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,-338.070711,59270,4.592929,5.468398,266,192,192,870,100,360,870,0,10x10:1;10x11:1;11x10:1;12x10:2;10x13:1;13x10:1;12x11:3;10x14:1;14x10:1;13x11:1;10x15:1;11x14:1;12x13:2;11x15:3;12x14:1;17x10:2;16x11:3;15x12:1;18x10:1;10x19:1;18x11:1;17x12:1;13x16:1;16x13:2;19x11:2;15x14:1;12x18:1;18x12:1;20x11:1;13x17:2;17x13:1;12x19:1;21x11:1;13x18:1;18x13:1;17x14:1;22x11:1;19x13:2;18x14:1;21x12:1;11x23:1;23x11:1;10x26:1;13x20:1;20x13:2;11x24:1;12x22:1;24x11:3;10x27:1;15x18:2;18x15:4;16x17:1;21x13:2;12x23:1;23x12:1;14x20:1;20x14:1;15x19:1;13x22:2;18x16:2;24x12:2;10x29:3;29x10:1;20x15:3;25x12:3;11x28:1;14x22:2;28x11:1;12x26:2;13x24:1;24x13:1;26x12:3;15x21:3;21x15:2;29x11:1;14x23:1;23x14:2;19x17:1;12x27:2;25x13:1;11x30:1;15x22:1;16x21:2;13x26:2;26x13:1;18x19:1;19x18:1;23x15:1;29x12:1;25x14:1;17x21:1;12x30:2;20x18:1;13x28:2;28x13:1;16x23:1;23x16:1;29x13:2;18x21:1;21x18:1;27x14:2;16x24:1;15x26:1;26x15:2;23x17:1;14x28:1;19x21:1;21x19:1;16x25:1;25x16:1;15x27:1;27x15:2;29x14:1;18x23:1;16x26:2;26x16:1;22x19:2;20x21:1;17x25:1;16x27:1;18x24:1;24x18:1;27x16:1;15x29:1;19x23:1;23x19:1;28x16:1;30x15:1;27x17:1;22x21:1;18x26:1;26x18:1;25x19:2;20x24:1;21x23:2;18x27:1;27x18:1;29x17:3;26x19:3;17x30:2;27x19:2;26x20:1;29x18:1;25x21:2;24x22:1;23x23:1;19x28:2;28x19:1;18x30:3;27x20:2;30x18:1;26x21:1;19x29:1;23x24:1;20x28:2;19x30:1;26x22:1;20x29:1;29x20:3;21x28:2;28x21:1;22x27:1;27x22:4;20x30:1;24x25:1;25x24:2;30x20:1;28x22:1;27x23:1;24x26:1;26x24:1;25x25:1;30x21:1;24x27:1;25x26:1;22x30:1;24x28:1;28x24:1;23x30:2;25x28:3;28x25:1;26x27:1;25x29:1;29x25:1;28x26:2;27x27:1;27x28:1;28x27:1;29x27:1;28x28:1;29x28:1;29x30:1
202,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-360.551172,125720,5.344883,6.220352,267,207,207,800,66,280,800,0,11x6:1;7x10:1;10x7:1;12x7:1;14x6:1;8x11:1;6x15:1;6x16:1;10x10:1;13x8:1;6x18:2;9x12:1;11x10:3;10x12:1;12x10:1;11x11:2;9x14:1;13x10:1;11x12:1;12x11:3;9x15:1;7x20:1;11x13:2;13x11:1;12x12:2;16x9:1;10x15:2;15x10:1;11x14:1;10x16:1;20x8:1;9x18:1;18x9:1;15x11:1;12x14:1;14x12:1;13x13:1;10x17:1;17x10:1;11x16:2;10x18:1;12x15:2;15x12:2;18x10:2;14x13:1;10x19:2;19x10:1;16x12:1;13x15:2;15x13:3;14x14:1;11x18:2;18x11:1;17x12:1;16x13:1;14x15:3;12x18:2;11x20:2;20x11:1;22x10:1;13x17:1;17x13:2;14x16:3;16x14:1;12x19:1;19x12:3;10x23:1;18x13:2;14x17:2;12x20:3;15x16:1;20x12:2;24x10:1;13x19:1;19x13:1;14x18:1;21x12:1;11x23:2;23x11:1;17x15:2;16x16:2;13x20:1;20x13:1;24x11:1;14x19:1;19x14:4;27x10:1;16x17:2;17x16:2;21x13:1;23x12:1;10x28:1;14x20:2;20x14:2;15x19:1;26x11:1;18x16:2;24x12:1;10x29:1;29x10:1;11x27:2;10x30:1;12x25:1;16x19:1;19x16:1;18x17:1;11x28:2;24x13:1;26x12:1;15x21:1;11x29:1;29x11:1;16x20:1;20x16:1;14x23:1;19x17:1;12x27:1;18x18:1;27x12:1;30x11:1;33x10:1;26x13:1;17x20:4;20x17:1;18x19:2;19x18:1;15x23:1;23x15:1;10x35:3;10x36:1;15x24:1;18x20:2;20x18:4;19x19:1;11x33:1;33x11:1;28x13:1;16x23:1;11x34:1;17x22:1;15x25:2;20x19:2;16x24:1;24x16:1;32x12:1;15x26:1;30x13:1;14x28:1;28x14:1;12x33:1;22x18:1;33x12:1;19x21:1;21x19:1;16x25:1;20x20:2;15x27:1;27x15:1;14x29:1;11x37:1;17x24:1;24x17:1;34x12:1;19x22:1;22x19:1;14x30:1;30x14:1;17x25:1;12x36:1;23x19:1;14x32:1;32x14:2;12x38:1;16x29:1;29x16:1;36x13:1;14x34:1;17x28:1;24x20:1;26x19:1;15x33:1;16x31:1;20x25:1;15x34:1;30x17:1;27x19:1;20x26:1;19x28:1;15x36:1;18x30:1;29x19:1;18x31:1;33x17:1;19x30:1;30x19:1;29x20:1;35x17:1;20x30:1;33x19:1;37x17:1;18x35:1;35x18:1;35x19:2;34x20:1;42x17:1;41x18:1;40x20:1
